id	cluster	res
TCGA-24-2024	5	hc
TCGA-24-2026	5	hc
TCGA-24-2027	5	hc
TCGA-24-2029	5	hc
TCGA-24-2030	5	hc
TCGA-24-2033	6	hc
TCGA-24-2036	5	hc
TCGA-24-2038	5	hc
TCGA-24-2254	5	hc
TCGA-24-2260	5	hc
TCGA-24-2261	5	hc
TCGA-24-2262	5	hc
TCGA-24-2267	5	hc
TCGA-24-2271	5	hc
TCGA-24-2281	5	hc
TCGA-24-2288	5	hc
TCGA-24-2289	5	hc
TCGA-24-2290	5	hc
TCGA-24-2293	5	hc
TCGA-24-2295	5	hc
TCGA-24-2297	5	hc
TCGA-24-2298	5	hc
TCGA-25-1312	5	hc
TCGA-25-1313	5	hc
TCGA-25-1314	5	hc
TCGA-25-1315	5	hc
TCGA-25-1316	6	hc
TCGA-25-1318	5	hc
TCGA-25-1319	5	hc
TCGA-25-1320	7	hc
TCGA-25-1321	5	hc
TCGA-25-1322	5	hc
TCGA-25-1323	5	hc
TCGA-25-1325	5	hc
TCGA-25-1326	5	hc
TCGA-25-1328	5	hc
TCGA-25-1329	5	hc
TCGA-25-1623	5	hc
TCGA-25-1625	5	hc
TCGA-25-1626	5	hc
TCGA-25-1627	5	hc
TCGA-25-1628	5	hc
TCGA-25-1630	5	hc
TCGA-25-1631	5	hc
TCGA-25-1632	5	hc
TCGA-25-1633	5	hc
TCGA-25-1635	5	hc
TCGA-25-1878	5	hc
TCGA-25-2042	5	hc
TCGA-25-2390	5	hc
TCGA-25-2391	5	hc
TCGA-25-2393	5	hc
TCGA-25-2396	5	hc
TCGA-25-2397	5	hc
TCGA-25-2398	5	hc
TCGA-25-2399	5	hc
TCGA-25-2400	5	hc
TCGA-25-2401	5	hc
TCGA-25-2404	5	hc
TCGA-25-2408	5	hc
TCGA-25-2409	5	hc
TCGA-26-1440	2	hc
TCGA-26-1442	2	hc
TCGA-26-5132	2	hc
TCGA-26-5133	2	hc
TCGA-26-5134	2	hc
TCGA-26-6173	2	hc
TCGA-26-6174	2	hc
TCGA-27-1830	2	hc
TCGA-27-1831	2	hc
TCGA-27-1832	2	hc
TCGA-27-1833	2	hc
TCGA-27-1834	2	hc
TCGA-27-1836	2	hc
TCGA-27-2518	2	hc
TCGA-27-2528	2	hc
TCGA-28-1746	2	hc
TCGA-28-1747	2	hc
TCGA-28-1750	2	hc
TCGA-28-1752	2	hc
TCGA-28-1753	1	hc
TCGA-28-1757	2	hc
TCGA-28-1760	2	hc
TCGA-28-2501	2	hc
TCGA-28-5208	2	hc
TCGA-28-5214	2	hc
TCGA-29-1688	5	hc
TCGA-29-1690	5	hc
TCGA-29-1691	5	hc
TCGA-29-1693	5	hc
TCGA-29-1694	5	hc
TCGA-29-1695	5	hc
TCGA-29-1696	5	hc
TCGA-29-1697	5	hc
TCGA-29-1698	5	hc
TCGA-29-1699	5	hc
TCGA-29-1701	5	hc
TCGA-29-1702	5	hc
TCGA-29-1703	5	hc
TCGA-29-1705	5	hc
TCGA-29-1707	5	hc
TCGA-29-1711	5	hc
TCGA-29-1761	5	hc
TCGA-29-1762	5	hc
TCGA-29-1764	5	hc
TCGA-29-1766	5	hc
TCGA-29-1768	5	hc
TCGA-29-1769	5	hc
TCGA-29-1770	5	hc
TCGA-29-1771	5	hc
TCGA-29-1774	5	hc
TCGA-29-1775	5	hc
TCGA-29-1776	5	hc
TCGA-29-1777	5	hc
TCGA-29-1778	5	hc
TCGA-29-1781	5	hc
TCGA-29-1783	5	hc
TCGA-29-1785	5	hc
TCGA-29-2425	5	hc
TCGA-29-2427	5	hc
TCGA-29-2428	5	hc
TCGA-29-2429	5	hc
TCGA-29-2431	5	hc
TCGA-29-2432	5	hc
TCGA-29-2434	5	hc
TCGA-29-2435	5	hc
TCGA-29-2436	5	hc
TCGA-30-1718	5	hc
TCGA-30-1855	5	hc
TCGA-30-1856	5	hc
TCGA-30-1859	5	hc
TCGA-30-1860	5	hc
TCGA-30-1861	5	hc
TCGA-30-1869	5	hc
TCGA-30-1887	5	hc
TCGA-30-1891	5	hc
TCGA-30-1892	5	hc
TCGA-31-1944	5	hc
TCGA-31-1946	5	hc
TCGA-31-1950	5	hc
TCGA-31-1951	5	hc
TCGA-31-1955	5	hc
TCGA-32-1970	2	hc
TCGA-32-1976	2	hc
TCGA-32-1978	2	hc
TCGA-32-1982	2	hc
TCGA-32-1986	1	hc
TCGA-32-1987	2	hc
TCGA-32-1991	2	hc
TCGA-32-4210	2	hc
TCGA-32-4211	1	hc
TCGA-32-5222	2	hc
TCGA-33-4532	3	hc
TCGA-33-4547	3	hc
TCGA-33-4566	3	hc
TCGA-33-4582	3	hc
TCGA-33-4586	3	hc
TCGA-33-4589	3	hc
TCGA-33-6737	4	hc
TCGA-33-6738	3	hc
TCGA-34-2596	3	hc
TCGA-34-2604	3	hc
TCGA-34-2605	3	hc
TCGA-34-2608	3	hc
TCGA-34-2609	3	hc
TCGA-34-5231	3	hc
TCGA-34-5232	3	hc
TCGA-34-5234	3	hc
TCGA-34-5236	3	hc
TCGA-34-5239	3	hc
TCGA-34-5241	3	hc
TCGA-34-5927	3	hc
TCGA-34-5928	3	hc
TCGA-34-5929	3	hc
TCGA-34-7107	3	hc
TCGA-35-3615	3	hc
TCGA-35-4122	3	hc
TCGA-35-4123	3	hc
TCGA-35-5375	3	hc
TCGA-36-1568	5	hc
TCGA-36-1569	5	hc
TCGA-36-1570	5	hc
TCGA-36-1571	5	hc
TCGA-36-1575	5	hc
TCGA-36-1576	5	hc
TCGA-36-1577	5	hc
TCGA-36-1578	5	hc
TCGA-36-1580	5	hc
TCGA-36-1581	7	hc
TCGA-36-2529	5	hc
TCGA-36-2530	5	hc
TCGA-36-2532	5	hc
TCGA-36-2533	5	hc
TCGA-36-2534	5	hc
TCGA-36-2537	5	hc
TCGA-36-2538	5	hc
TCGA-36-2539	5	hc
TCGA-36-2540	5	hc
TCGA-36-2542	5	hc
TCGA-36-2543	5	hc
TCGA-36-2544	5	hc
TCGA-36-2545	5	hc
TCGA-36-2547	5	hc
TCGA-36-2548	5	hc
TCGA-36-2549	5	hc
TCGA-36-2551	5	hc
TCGA-36-2552	5	hc
TCGA-37-3789	4	hc
TCGA-37-3792	3	hc
TCGA-37-4129	3	hc
TCGA-37-4133	3	hc
TCGA-37-4135	3	hc
TCGA-37-4141	3	hc
TCGA-37-5819	3	hc
TCGA-38-4625	3	hc
TCGA-38-4626	3	hc
TCGA-38-4627	3	hc
TCGA-38-4629	3	hc
TCGA-38-6178	3	hc
TCGA-39-5011	3	hc
TCGA-39-5016	7	hc
TCGA-39-5019	3	hc
TCGA-39-5021	4	hc
TCGA-39-5022	3	hc
TCGA-39-5024	3	hc
TCGA-39-5027	3	hc
TCGA-39-5028	3	hc
TCGA-39-5029	3	hc
TCGA-39-5030	3	hc
TCGA-39-5031	3	hc
TCGA-39-5034	3	hc
TCGA-39-5035	3	hc
TCGA-39-5037	3	hc
TCGA-39-5040	3	hc
TCGA-41-2573	2	hc
TCGA-41-2575	2	hc
TCGA-41-3392	2	hc
TCGA-41-3393	2	hc
TCGA-41-3915	2	hc
TCGA-41-4097	2	hc
TCGA-41-5651	2	hc
TCGA-41-6646	1	hc
TCGA-42-2582	5	hc
TCGA-42-2587	5	hc
TCGA-42-2588	5	hc
TCGA-42-2589	5	hc
TCGA-42-2590	5	hc
TCGA-42-2591	5	hc
TCGA-42-2593	5	hc
TCGA-43-2578	3	hc
TCGA-43-2581	3	hc
TCGA-43-3394	3	hc
TCGA-43-5668	3	hc
TCGA-43-5670	4	hc
TCGA-43-6143	3	hc
TCGA-43-6770	3	hc
TCGA-43-6771	3	hc
TCGA-43-7656	3	hc
TCGA-43-7658	3	hc
TCGA-44-2656	3	hc
TCGA-44-2657	3	hc
TCGA-44-2661	3	hc
TCGA-44-2664	3	hc
TCGA-44-2665	3	hc
TCGA-44-2668	4	hc
TCGA-44-3396	3	hc
TCGA-44-3398	3	hc
TCGA-44-3917	3	hc
TCGA-44-3918	3	hc
TCGA-44-3919	3	hc
TCGA-44-4112	3	hc
TCGA-44-5643	7	hc
TCGA-44-5644	3	hc
TCGA-44-5645	3	hc
TCGA-44-6144	3	hc
TCGA-44-6145	3	hc
TCGA-44-6146	3	hc
TCGA-44-6147	3	hc
TCGA-44-6148	4	hc
TCGA-44-6774	4	hc
TCGA-44-6775	3	hc
TCGA-44-6776	3	hc
TCGA-44-6777	3	hc
TCGA-44-6778	3	hc
TCGA-44-6779	3	hc
TCGA-44-7659	3	hc
TCGA-44-7660	3	hc
TCGA-44-7661	3	hc
TCGA-44-7662	4	hc
TCGA-44-7667	4	hc
TCGA-44-7669	3	hc
TCGA-44-7670	4	hc
TCGA-44-7671	3	hc
TCGA-44-7672	3	hc
TCGA-46-6025	3	hc
TCGA-46-6026	3	hc
TCGA-49-4486	3	hc
TCGA-49-4487	3	hc
TCGA-49-4488	3	hc
TCGA-49-4494	3	hc
TCGA-49-4501	3	hc
TCGA-49-4505	3	hc
TCGA-49-4506	4	hc
TCGA-49-4507	3	hc
TCGA-49-4510	3	hc
TCGA-49-4512	3	hc
TCGA-49-4514	4	hc
TCGA-49-6742	3	hc
TCGA-49-6743	3	hc
TCGA-49-6744	3	hc
TCGA-49-6745	3	hc
TCGA-49-6761	3	hc
TCGA-49-6767	3	hc
TCGA-50-5044	1	hc
TCGA-50-5045	3	hc
TCGA-50-5049	3	hc
TCGA-50-5051	3	hc
TCGA-50-5066	3	hc
TCGA-50-5068	3	hc
TCGA-50-5072	3	hc
TCGA-50-5930	4	hc
TCGA-50-5931	3	hc
TCGA-50-5932	3	hc
TCGA-50-5933	3	hc
TCGA-50-5936	3	hc
TCGA-50-5939	3	hc
TCGA-50-5941	3	hc
TCGA-50-5942	3	hc
TCGA-50-5944	3	hc
TCGA-50-5946	3	hc
TCGA-50-6590	3	hc
TCGA-50-6591	3	hc
TCGA-50-6592	3	hc
TCGA-50-6593	3	hc
TCGA-50-6594	3	hc
TCGA-50-6595	3	hc
TCGA-50-6597	3	hc
TCGA-50-6673	3	hc
TCGA-50-7109	4	hc
TCGA-51-6867	3	hc
TCGA-52-7810	3	hc
TCGA-52-7811	3	hc
TCGA-52-7812	3	hc
TCGA-53-7624	3	hc
TCGA-53-7626	3	hc
TCGA-53-7813	4	hc
TCGA-55-1592	3	hc
TCGA-55-1594	3	hc
TCGA-55-1596	3	hc
TCGA-55-5899	3	hc
TCGA-55-6543	3	hc
TCGA-55-6712	3	hc
TCGA-55-6969	3	hc
TCGA-55-6970	3	hc
TCGA-55-6971	3	hc
TCGA-55-6978	3	hc
TCGA-55-6979	3	hc
TCGA-55-6981	3	hc
TCGA-55-6982	3	hc
TCGA-55-7573	3	hc
TCGA-55-7574	3	hc
TCGA-55-7728	3	hc
TCGA-55-7815	3	hc
TCGA-55-7910	4	hc
TCGA-55-7911	3	hc
TCGA-56-5897	3	hc
TCGA-56-5898	3	hc
TCGA-56-6545	3	hc
TCGA-56-6546	3	hc
TCGA-56-7221	3	hc
TCGA-56-7222	3	hc
TCGA-56-7730	3	hc
TCGA-57-1586	5	hc
TCGA-59-2348	5	hc
TCGA-59-2349	7	hc
TCGA-59-2351	5	hc
TCGA-59-2352	5	hc
TCGA-59-2354	5	hc
TCGA-59-2363	5	hc
TCGA-59-2372	5	hc
TCGA-60-2695	3	hc
TCGA-60-2696	3	hc
TCGA-60-2697	3	hc
TCGA-60-2698	3	hc
TCGA-60-2703	4	hc
TCGA-60-2704	3	hc
TCGA-60-2706	3	hc
TCGA-60-2708	3	hc
TCGA-60-2709	3	hc
TCGA-60-2710	3	hc
TCGA-60-2711	3	hc
TCGA-60-2712	3	hc
TCGA-60-2713	3	hc
TCGA-60-2714	3	hc
TCGA-60-2716	8	hc
TCGA-60-2719	3	hc
TCGA-60-2720	3	hc
TCGA-60-2721	3	hc
TCGA-60-2724	3	hc
TCGA-60-2725	3	hc
TCGA-60-2726	3	hc
TCGA-61-1721	5	hc
TCGA-61-1722	5	hc
TCGA-61-1724	5	hc
TCGA-61-1727	5	hc
TCGA-61-1730	5	hc
TCGA-61-1733	5	hc
TCGA-61-1734	5	hc
TCGA-61-1736	5	hc
TCGA-61-1738	7	hc
TCGA-61-1740	5	hc
TCGA-61-1741	5	hc
TCGA-61-1743	7	hc
TCGA-61-1895	5	hc
TCGA-61-1899	5	hc
TCGA-61-1900	5	hc
TCGA-61-1903	5	hc
TCGA-61-1906	5	hc
TCGA-61-1907	6	hc
TCGA-61-1910	5	hc
TCGA-61-1911	5	hc
TCGA-61-1913	5	hc
TCGA-61-1914	5	hc
TCGA-61-1915	5	hc
TCGA-61-1916	5	hc
TCGA-61-1918	5	hc
TCGA-61-1919	5	hc
TCGA-61-1995	5	hc
TCGA-61-2000	5	hc
TCGA-61-2003	5	hc
TCGA-61-2009	5	hc
TCGA-61-2012	5	hc
TCGA-61-2017	5	hc
TCGA-61-2018	5	hc
TCGA-61-2087	5	hc
TCGA-61-2088	5	hc
TCGA-61-2092	5	hc
TCGA-61-2094	5	hc
TCGA-61-2095	5	hc
TCGA-61-2096	5	hc
TCGA-61-2098	5	hc
TCGA-61-2101	5	hc
TCGA-61-2102	1	hc
TCGA-61-2104	5	hc
TCGA-61-2109	5	hc
TCGA-61-2111	5	hc
TCGA-61-2113	5	hc
TCGA-61-2610	5	hc
TCGA-61-2612	5	hc
TCGA-61-2613	5	hc
TCGA-61-2614	5	hc
TCGA-63-5128	3	hc
TCGA-63-5131	3	hc
TCGA-63-6202	3	hc
TCGA-63-7020	3	hc
TCGA-63-7021	3	hc
TCGA-63-7022	3	hc
TCGA-63-7023	3	hc
TCGA-64-1676	3	hc
TCGA-64-1677	4	hc
TCGA-64-1678	4	hc
TCGA-64-1679	3	hc
TCGA-64-1680	3	hc
TCGA-64-1681	3	hc
TCGA-64-5774	3	hc
TCGA-64-5778	3	hc
TCGA-64-5779	3	hc
TCGA-64-5781	3	hc
TCGA-64-5815	3	hc
TCGA-66-2727	3	hc
TCGA-66-2737	3	hc
TCGA-66-2758	3	hc
TCGA-66-2766	3	hc
TCGA-66-2767	3	hc
TCGA-66-2768	4	hc
TCGA-66-2769	3	hc
TCGA-66-2770	3	hc
TCGA-66-2773	3	hc
TCGA-66-2777	3	hc
TCGA-66-2778	4	hc
TCGA-66-2781	4	hc
TCGA-66-2782	4	hc
TCGA-66-2783	3	hc
TCGA-66-2785	3	hc
TCGA-66-2788	4	hc
TCGA-66-2790	3	hc
TCGA-66-2791	4	hc
TCGA-66-2794	3	hc
TCGA-66-2795	3	hc
TCGA-66-2800	3	hc
TCGA-67-3771	3	hc
TCGA-67-6215	3	hc
TCGA-67-6216	3	hc
TCGA-67-6217	3	hc
TCGA-68-7756	3	hc
TCGA-69-7760	3	hc
TCGA-69-7761	3	hc
TCGA-69-7763	3	hc
TCGA-69-7764	3	hc
TCGA-69-7765	3	hc
TCGA-70-6722	3	hc
TCGA-70-6723	3	hc
TCGA-71-6725	3	hc
TCGA-73-4658	3	hc
TCGA-73-4659	3	hc
TCGA-73-4670	3	hc
TCGA-73-4675	3	hc
TCGA-73-4676	3	hc
TCGA-73-7498	3	hc
TCGA-73-7499	3	hc
TCGA-74-6573	2	hc
TCGA-74-6575	2	hc
TCGA-74-6577	2	hc
TCGA-74-6578	2	hc
TCGA-74-6581	2	hc
TCGA-74-6584	2	hc
TCGA-75-5122	3	hc
TCGA-75-5125	3	hc
TCGA-75-6203	3	hc
TCGA-75-6205	3	hc
