"ID","K_8"
"TCGA.24.1466",4
"TCGA.24.1467",4
"TCGA.24.1469",6
"TCGA.24.1470",4
"TCGA.24.1471",4
"TCGA.24.1474",4
"TCGA.24.1544",4
"TCGA.24.1545",4
"TCGA.24.1546",4
"TCGA.24.1548",4
"TCGA.24.1549",4
"TCGA.24.1550",6
"TCGA.24.1551",4
"TCGA.24.1552",4
"TCGA.24.1553",4
"TCGA.24.1555",4
"TCGA.24.1556",4
"TCGA.24.1557",4
"TCGA.24.1558",4
"TCGA.24.1560",4
"TCGA.24.1562",4
"TCGA.24.1563",4
"TCGA.24.1564",4
"TCGA.24.1565",4
"TCGA.24.1567",4
"TCGA.24.1603",4
"TCGA.24.1604",4
"TCGA.24.1614",4
"TCGA.24.1616",4
"TCGA.24.1842",4
"TCGA.24.1844",4
"TCGA.24.1845",4
"TCGA.24.1846",4
"TCGA.24.1849",4
"TCGA.24.1850",4
"TCGA.24.1852",4
"TCGA.24.1920",6
"TCGA.24.1923",4
"TCGA.24.1924",4
"TCGA.24.1927",4
"TCGA.24.1930",4
"TCGA.24.2020",4
"TCGA.24.2023",4
"TCGA.24.2024",4
"TCGA.24.2026",4
"TCGA.24.2027",4
"TCGA.24.2029",4
"TCGA.24.2030",4
"TCGA.24.2033",5
"TCGA.24.2036",4
"TCGA.24.2038",4
"TCGA.24.2254",4
"TCGA.24.2260",4
"TCGA.24.2261",4
"TCGA.24.2262",4
"TCGA.24.2267",4
"TCGA.24.2271",4
"TCGA.24.2281",4
"TCGA.24.2288",4
"TCGA.24.2289",4
"TCGA.24.2290",4
"TCGA.24.2293",4
"TCGA.24.2295",4
"TCGA.24.2297",4
"TCGA.24.2298",4
"TCGA.25.1312",4
"TCGA.25.1313",4
"TCGA.25.1314",4
"TCGA.25.1315",4
"TCGA.25.1316",5
"TCGA.25.1318",4
"TCGA.25.1319",4
"TCGA.25.1320",6
"TCGA.25.1321",4
"TCGA.25.1322",4
"TCGA.25.1323",4
"TCGA.25.1325",4
"TCGA.25.1326",4
"TCGA.25.1328",4
"TCGA.25.1329",4
"TCGA.25.1623",4
"TCGA.25.1625",4
"TCGA.25.1626",4
"TCGA.25.1627",4
"TCGA.25.1628",4
"TCGA.25.1630",4
"TCGA.25.1631",4
"TCGA.25.1632",4
"TCGA.25.1633",4
"TCGA.25.1635",4
"TCGA.25.1878",4
"TCGA.25.2042",4
"TCGA.25.2390",4
"TCGA.25.2391",4
"TCGA.25.2393",4
"TCGA.25.2396",4
"TCGA.25.2397",4
"TCGA.25.2398",4
"TCGA.25.2399",4
"TCGA.25.2400",4
"TCGA.25.2401",4
"TCGA.25.2404",4
"TCGA.25.2408",4
"TCGA.25.2409",4
"TCGA.26.1440",2
"TCGA.26.1442",2
"TCGA.26.5132",2
"TCGA.26.5133",2
"TCGA.26.5134",2
"TCGA.26.6173",2
"TCGA.26.6174",2
"TCGA.27.1830",2
"TCGA.27.1831",2
"TCGA.27.1832",2
"TCGA.27.1833",2
"TCGA.27.1834",2
"TCGA.27.1836",2
"TCGA.27.2518",2
"TCGA.27.2528",2
"TCGA.28.1746",2
"TCGA.28.1747",2
"TCGA.28.1750",2
"TCGA.28.1752",2
"TCGA.28.1753",1
"TCGA.28.1757",2
"TCGA.28.1760",2
"TCGA.28.2501",2
"TCGA.28.5208",2
"TCGA.28.5214",2
"TCGA.29.1688",4
"TCGA.29.1690",4
"TCGA.29.1691",4
"TCGA.29.1693",4
"TCGA.29.1694",4
"TCGA.29.1695",4
"TCGA.29.1696",4
"TCGA.29.1697",4
"TCGA.29.1698",4
"TCGA.29.1699",4
"TCGA.29.1701",4
"TCGA.29.1702",4
"TCGA.29.1703",4
"TCGA.29.1705",4
"TCGA.29.1707",4
"TCGA.29.1711",4
"TCGA.29.1761",4
"TCGA.29.1762",4
"TCGA.29.1764",4
"TCGA.29.1766",4
"TCGA.29.1768",4
"TCGA.29.1769",4
"TCGA.29.1770",4
"TCGA.29.1771",4
"TCGA.29.1774",4
"TCGA.29.1775",4
"TCGA.29.1776",4
"TCGA.29.1777",4
"TCGA.29.1778",4
"TCGA.29.1781",4
"TCGA.29.1783",4
"TCGA.29.1785",4
"TCGA.29.2425",4
"TCGA.29.2427",4
"TCGA.29.2428",4
"TCGA.29.2429",4
"TCGA.29.2431",4
"TCGA.29.2432",4
"TCGA.29.2434",4
"TCGA.29.2435",4
"TCGA.29.2436",4
"TCGA.30.1718",4
"TCGA.30.1855",4
"TCGA.30.1856",4
"TCGA.30.1859",4
"TCGA.30.1860",4
"TCGA.30.1861",4
"TCGA.30.1869",4
"TCGA.30.1887",4
"TCGA.30.1891",4
"TCGA.30.1892",4
"TCGA.31.1944",4
"TCGA.31.1946",4
"TCGA.31.1950",4
"TCGA.31.1951",4
"TCGA.31.1955",4
"TCGA.32.1970",2
"TCGA.32.1976",2
"TCGA.32.1978",2
"TCGA.32.1982",2
"TCGA.32.1986",1
"TCGA.32.1987",2
"TCGA.32.1991",2
"TCGA.32.4210",2
"TCGA.32.4211",1
"TCGA.32.5222",2
"TCGA.33.4532",3
"TCGA.33.4547",3
"TCGA.33.4566",3
"TCGA.33.4582",3
"TCGA.33.4586",3
"TCGA.33.4589",3
"TCGA.33.6737",3
"TCGA.33.6738",3
"TCGA.34.2596",3
"TCGA.34.2604",3
"TCGA.34.2605",3
"TCGA.34.2608",3
"TCGA.34.2609",3
"TCGA.34.5231",3
"TCGA.34.5232",3
"TCGA.34.5234",3
"TCGA.34.5236",3
"TCGA.34.5239",3
"TCGA.34.5241",3
"TCGA.34.5927",3
"TCGA.34.5928",3
"TCGA.34.5929",3
"TCGA.34.7107",3
"TCGA.35.3615",3
"TCGA.35.4122",3
"TCGA.35.4123",3
"TCGA.35.5375",3
"TCGA.36.1568",4
"TCGA.36.1569",4
"TCGA.36.1570",4
"TCGA.36.1571",4
"TCGA.36.1575",4
"TCGA.36.1576",4
"TCGA.36.1577",4
"TCGA.36.1578",4
"TCGA.36.1580",4
"TCGA.36.1581",6
"TCGA.36.2529",4
"TCGA.36.2530",4
"TCGA.36.2532",4
"TCGA.36.2533",4
"TCGA.36.2534",4
"TCGA.36.2537",4
"TCGA.36.2538",4
"TCGA.36.2539",4
"TCGA.36.2540",4
"TCGA.36.2542",4
"TCGA.36.2543",4
"TCGA.36.2544",4
"TCGA.36.2545",4
"TCGA.36.2547",4
"TCGA.36.2548",4
"TCGA.36.2549",4
"TCGA.36.2551",4
"TCGA.36.2552",4
"TCGA.37.3789",3
"TCGA.37.3792",3
"TCGA.37.4129",3
"TCGA.37.4133",3
"TCGA.37.4135",3
"TCGA.37.4141",3
"TCGA.37.5819",3
"TCGA.38.4625",3
"TCGA.38.4626",3
"TCGA.38.4627",3
"TCGA.38.4629",3
"TCGA.38.6178",3
"TCGA.39.5011",3
"TCGA.39.5016",6
"TCGA.39.5019",3
"TCGA.39.5021",3
"TCGA.39.5022",3
"TCGA.39.5024",3
"TCGA.39.5027",3
"TCGA.39.5028",3
"TCGA.39.5029",3
"TCGA.39.5030",3
"TCGA.39.5031",3
"TCGA.39.5034",3
"TCGA.39.5035",3
"TCGA.39.5037",3
"TCGA.39.5040",3
"TCGA.41.2573",2
"TCGA.41.2575",2
"TCGA.41.3392",2
"TCGA.41.3393",2
"TCGA.41.3915",2
"TCGA.41.4097",2
"TCGA.41.5651",2
"TCGA.41.6646",1
"TCGA.42.2582",4
"TCGA.42.2587",4
"TCGA.42.2588",4
"TCGA.42.2589",4
"TCGA.42.2590",4
"TCGA.42.2591",4
"TCGA.42.2593",4
"TCGA.43.2578",3
"TCGA.43.2581",3
"TCGA.43.3394",3
"TCGA.43.5668",3
"TCGA.43.5670",3
"TCGA.43.6143",3
"TCGA.43.6770",3
"TCGA.43.6771",3
"TCGA.43.7656",3
"TCGA.43.7658",3
"TCGA.44.2656",3
"TCGA.44.2657",3
"TCGA.44.2661",3
"TCGA.44.2664",3
"TCGA.44.2665",3
"TCGA.44.2668",3
"TCGA.44.3396",3
"TCGA.44.3398",3
"TCGA.44.3917",3
"TCGA.44.3918",3
"TCGA.44.3919",3
"TCGA.44.4112",3
"TCGA.44.5643",6
"TCGA.44.5644",3
"TCGA.44.5645",3
"TCGA.44.6144",3
"TCGA.44.6145",3
"TCGA.44.6146",3
"TCGA.44.6147",3
"TCGA.44.6148",3
"TCGA.44.6774",3
"TCGA.44.6775",3
"TCGA.44.6776",3
"TCGA.44.6777",3
"TCGA.44.6778",3
"TCGA.44.6779",3
"TCGA.44.7659",3
"TCGA.44.7660",3
"TCGA.44.7661",3
"TCGA.44.7662",3
"TCGA.44.7667",3
"TCGA.44.7669",3
"TCGA.44.7670",3
"TCGA.44.7671",3
"TCGA.44.7672",3
"TCGA.46.6025",3
"TCGA.46.6026",3
"TCGA.49.4486",3
"TCGA.49.4487",3
"TCGA.49.4488",3
"TCGA.49.4494",3
"TCGA.49.4501",3
"TCGA.49.4505",3
"TCGA.49.4506",3
"TCGA.49.4507",3
"TCGA.49.4510",3
"TCGA.49.4512",3
"TCGA.49.4514",3
"TCGA.49.6742",3
"TCGA.49.6743",3
"TCGA.49.6744",3
"TCGA.49.6745",3
"TCGA.49.6761",3
"TCGA.49.6767",3
"TCGA.50.5044",1
"TCGA.50.5045",3
"TCGA.50.5049",3
"TCGA.50.5051",3
"TCGA.50.5066",3
"TCGA.50.5068",3
"TCGA.50.5072",3
"TCGA.50.5930",3
"TCGA.50.5931",3
"TCGA.50.5932",3
"TCGA.50.5933",3
"TCGA.50.5936",3
"TCGA.50.5939",3
"TCGA.50.5941",3
"TCGA.50.5942",3
"TCGA.50.5944",3
"TCGA.50.5946",3
"TCGA.50.6590",3
"TCGA.50.6591",3
"TCGA.50.6592",3
"TCGA.50.6593",3
"TCGA.50.6594",3
"TCGA.50.6595",3
"TCGA.50.6597",3
"TCGA.50.6673",3
"TCGA.50.7109",3
"TCGA.51.6867",3
"TCGA.52.7810",3
"TCGA.52.7811",3
"TCGA.52.7812",3
"TCGA.53.7624",3
"TCGA.53.7626",3
"TCGA.53.7813",3
"TCGA.55.1592",3
"TCGA.55.1594",3
"TCGA.55.1596",3
"TCGA.55.5899",3
"TCGA.55.6543",3
"TCGA.55.6712",3
"TCGA.55.6969",3
"TCGA.55.6970",3
"TCGA.55.6971",3
"TCGA.55.6978",3
"TCGA.55.6979",3
"TCGA.55.6981",3
"TCGA.55.6982",3
"TCGA.55.7573",3
"TCGA.55.7574",3
"TCGA.55.7728",3
"TCGA.55.7815",3
"TCGA.55.7910",3
"TCGA.55.7911",3
"TCGA.56.5897",3
"TCGA.56.5898",3
"TCGA.56.6545",3
"TCGA.56.6546",3
"TCGA.56.7221",3
"TCGA.56.7222",3
"TCGA.56.7730",3
"TCGA.57.1586",4
"TCGA.59.2348",4
"TCGA.59.2349",6
"TCGA.59.2351",4
"TCGA.59.2352",4
"TCGA.59.2354",4
"TCGA.59.2363",4
"TCGA.59.2372",4
"TCGA.60.2695",3
"TCGA.60.2696",3
"TCGA.60.2697",3
"TCGA.60.2698",3
"TCGA.60.2703",3
"TCGA.60.2704",3
"TCGA.60.2706",3
"TCGA.60.2708",3
"TCGA.60.2709",3
"TCGA.60.2710",3
"TCGA.60.2711",3
"TCGA.60.2712",3
"TCGA.60.2713",3
"TCGA.60.2714",3
"TCGA.60.2716",7
"TCGA.60.2719",3
"TCGA.60.2720",3
"TCGA.60.2721",3
"TCGA.60.2724",3
"TCGA.60.2725",3
"TCGA.60.2726",3
"TCGA.61.1721",4
"TCGA.61.1722",4
"TCGA.61.1724",4
"TCGA.61.1727",4
"TCGA.61.1730",4
"TCGA.61.1733",4
"TCGA.61.1734",4
"TCGA.61.1736",4
"TCGA.61.1738",6
"TCGA.61.1740",4
"TCGA.61.1741",4
"TCGA.61.1743",6
"TCGA.61.1895",4
"TCGA.61.1899",4
"TCGA.61.1900",4
"TCGA.61.1903",4
"TCGA.61.1906",4
"TCGA.61.1907",5
"TCGA.61.1910",4
"TCGA.61.1911",4
"TCGA.61.1913",4
"TCGA.61.1914",4
"TCGA.61.1915",4
"TCGA.61.1916",4
"TCGA.61.1918",4
"TCGA.61.1919",4
"TCGA.61.1995",4
"TCGA.61.2000",4
"TCGA.61.2003",4
"TCGA.61.2009",4
"TCGA.61.2012",4
"TCGA.61.2017",4
"TCGA.61.2018",4
"TCGA.61.2087",4
"TCGA.61.2088",4
"TCGA.61.2092",4
"TCGA.61.2094",4
"TCGA.61.2095",4
"TCGA.61.2096",4
"TCGA.61.2098",4
"TCGA.61.2101",4
"TCGA.61.2102",1
"TCGA.61.2104",4
"TCGA.61.2109",4
"TCGA.61.2111",4
"TCGA.61.2113",4
"TCGA.61.2610",4
"TCGA.61.2612",4
"TCGA.61.2613",4
"TCGA.61.2614",4
"TCGA.63.5128",3
"TCGA.63.5131",3
"TCGA.63.6202",3
"TCGA.63.7020",3
"TCGA.63.7021",3
"TCGA.63.7022",3
"TCGA.63.7023",3
"TCGA.64.1676",3
"TCGA.64.1677",3
"TCGA.64.1678",3
"TCGA.64.1679",3
"TCGA.64.1680",3
"TCGA.64.1681",3
"TCGA.64.5774",3
"TCGA.64.5778",3
"TCGA.64.5779",3
"TCGA.64.5781",3
"TCGA.64.5815",3
"TCGA.66.2727",3
"TCGA.66.2737",3
"TCGA.66.2758",3
"TCGA.66.2766",3
"TCGA.66.2767",3
"TCGA.66.2768",3
"TCGA.66.2769",3
"TCGA.66.2770",3
"TCGA.66.2773",3
"TCGA.66.2777",3
"TCGA.66.2778",3
"TCGA.66.2781",3
"TCGA.66.2782",3
"TCGA.66.2783",3
"TCGA.66.2785",3
"TCGA.66.2788",3
"TCGA.66.2790",3
"TCGA.66.2791",3
"TCGA.66.2794",3
"TCGA.66.2795",3
"TCGA.66.2800",3
"TCGA.67.3771",3
"TCGA.67.6215",3
"TCGA.67.6216",3
"TCGA.67.6217",3
"TCGA.68.7756",3
"TCGA.69.7760",3
"TCGA.69.7761",3
"TCGA.69.7763",3
"TCGA.69.7764",3
"TCGA.69.7765",3
"TCGA.70.6722",3
"TCGA.70.6723",3
"TCGA.71.6725",3
"TCGA.73.4658",3
"TCGA.73.4659",3
"TCGA.73.4670",3
"TCGA.73.4675",3
"TCGA.73.4676",3
"TCGA.73.7498",3
"TCGA.73.7499",3
"TCGA.74.6573",2
"TCGA.74.6575",2
"TCGA.74.6577",2
"TCGA.74.6578",2
"TCGA.74.6581",2
"TCGA.74.6584",2
"TCGA.75.5122",3
"TCGA.75.5125",3
"TCGA.75.6203",3
"TCGA.75.6205",3
"TCGA.75.6206",3
"TCGA.75.6207",3
"TCGA.75.6211",3
"TCGA.75.6212",3
"TCGA.75.6214",3
"TCGA.75.7027",3
"TCGA.75.7030",3
"TCGA.75.7031",6
"TCGA.76.4926",2
"TCGA.76.4927",2
"TCGA.76.4928",3
"TCGA.76.4929",2
"TCGA.76.4931",2
"TCGA.76.4932",2
"TCGA.76.6192",2
"TCGA.76.6193",2
"TCGA.76.6282",2
"TCGA.76.6283",2
"TCGA.76.6285",2
"TCGA.76.6656",2
"TCGA.76.6657",2
"TCGA.76.6660",1
"TCGA.76.6661",3
"TCGA.76.6662",2
"TCGA.76.6663",2
"TCGA.76.6664",2
"TCGA.77.6842",3
"TCGA.77.6843",3
"TCGA.77.6844",3
"TCGA.77.6845",3
"TCGA.77.7139",3
"TCGA.77.7141",3
"TCGA.77.7142",3
"TCGA.77.7335",3
"TCGA.77.7337",3
"TCGA.77.7338",3
"TCGA.77.7463",3
"TCGA.77.7465",3
"TCGA.78.7143",3
"TCGA.78.7145",3
"TCGA.78.7146",3
"TCGA.78.7147",3
"TCGA.78.7148",3
"TCGA.78.7149",3
"TCGA.78.7150",3
"TCGA.78.7152",3
"TCGA.78.7153",3
"TCGA.78.7154",3
"TCGA.78.7155",3
"TCGA.78.7156",3
"TCGA.78.7158",3
"TCGA.78.7159",3
"TCGA.78.7160",3
"TCGA.78.7161",3
"TCGA.78.7162",3
"TCGA.78.7163",3
"TCGA.78.7166",3
"TCGA.78.7167",3
"TCGA.78.7535",3
"TCGA.78.7536",3
"TCGA.78.7537",3
"TCGA.78.7539",3
"TCGA.78.7540",3
"TCGA.78.7542",3
"TCGA.78.7633",3
"TCGA.79.5596",3
"TCGA.80.5607",3
"TCGA.80.5608",3
"TCGA.80.5611",3
"TCGA.81.5910",2
"TCGA.83.5908",3
"TCGA.85.6175",3
"TCGA.85.6560",3
"TCGA.85.6561",3
"TCGA.85.6798",3
"TCGA.85.7696",3
"TCGA.85.7697",3
"TCGA.85.7698",3
"TCGA.85.7699",3
"TCGA.85.7710",3
"TCGA.85.7843",3
"TCGA.85.7844",3
"TCGA.85.7950",3
"TCGA.86.6562",3
"TCGA.86.6851",3
"TCGA.86.7701",3
"TCGA.86.7711",3
"TCGA.86.7713",3
"TCGA.86.7953",3
"TCGA.86.7954",3
"TCGA.86.7955",3
"TCGA.90.6837",3
"TCGA.90.7766",3
"TCGA.90.7767",3
"TCGA.90.7769",3
"TCGA.91.6828",3
"TCGA.91.6829",3
"TCGA.91.6830",3
"TCGA.91.6831",3
"TCGA.91.6835",3
"TCGA.91.6836",3
"TCGA.91.6840",3
"TCGA.91.6847",3
"TCGA.91.6848",3
"TCGA.91.6849",3
"TCGA.91.7771",3
"TCGA.92.7340",3
"TCGA.93.7348",3
"TCGA.94.7033",3
"TCGA.94.7557",3
"TCGA.94.7943",3
"TCGA.95.7039",3
"TCGA.95.7043",6
"TCGA.95.7567",3
"TCGA.95.7944",3
"TCGA.95.7947",3
"TCGA.95.7948",3
"TCGA.96.7544",3
"TCGA.97.7546",3
"TCGA.97.7552",3
"TCGA.97.7553",3
"TCGA.97.7554",3
"TCGA.97.7937",3
"TCGA.97.7938",3
"TCGA.97.7941",3
"TCGA.98.7454",3
"TCGA.99.7458",3
"TCGA.A1.A0SF",8
"TCGA.A1.A0SH",8
"TCGA.A1.A0SJ",8
"TCGA.A1.A0SK",6
"TCGA.A1.A0SO",6
"TCGA.A1.A0SQ",8
"TCGA.A2.A04N",8
"TCGA.A2.A04P",6
"TCGA.A2.A04Q",1
"TCGA.A2.A04T",6
"TCGA.A2.A04U",6
"TCGA.A2.A04V",8
"TCGA.A2.A04W",6
